,Location,Vehicle_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(kmpl),Engine(CC),Power(bhp),Price
4834,Delhi,9,65000,Diesel,Manual,Second,8.0,MAHINDRA,12.05,2179.0,120.0,4.0
4835,Hyderabad,8,117777,Diesel,Manual,First,5.0,NISSAN,21.64,1461.0,84.8,4.75
4836,Bangalore,11,65000,Petrol,Manual,Second,5.0,MARUTI,17.5,1298.0,85.8,3.1
4837,Kochi,3,46897,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,3.61
4838,Coimbatore,5,36695,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,4.29
4839,Kolkata,9,43000,Petrol,Manual,First,5.0,NISSAN,18.06,1198.0,75.0,2.13
4840,Mumbai,12,54000,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,1.1
4841,Hyderabad,9,89000,Diesel,Automatic,First,5.0,BMW,22.69,1995.0,190.0,13.95
4842,Mumbai,6,7000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,74.0,5.35
4843,Hyderabad,6,58470,Petrol,Manual,First,5.0,MARUTI,23.1,998.0,67.04,3.9
4844,Kolkata,6,37000,Petrol,Manual,First,5.0,MARUTI,21.5,1197.0,81.8,2.8
4845,Mumbai,4,29000,Diesel,Manual,First,5.0,MARUTI,26.21,1248.0,88.5,8.75
4846,Hyderabad,7,52000,Diesel,Automatic,First,5.0,AUDI,16.55,1968.0,147.51,19.5
4847,Kolkata,7,32807,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,2.75
4848,Hyderabad,7,86000,Diesel,Automatic,First,8.0,MAHINDRA,11.79,2179.0,120.0,8.0
4849,Delhi,6,66500,Diesel,Manual,First,5.0,HONDA,26.0,1498.0,98.6,5.7
4850,Ahmedabad,8,94000,Diesel,Automatic,First,5.0,BMW,17.05,1995.0,184.0,12.5
4851,Chennai,9,29000,Petrol,Manual,Second,5.0,CHEVROLET,18.0,995.0,62.0,1.75
4852,Chennai,10,107389,Diesel,Manual,Second,5.0,FORD,20.0,1399.0,68.0,1.9
4853,Ahmedabad,5,36100,Petrol,Manual,First,5.0,MARUTI,20.4,1197.0,81.8,4.5
4854,Mumbai,5,16329,Diesel,Automatic,First,5.0,MERCEDES-BENZ,19.27,2143.0,170.0,30.3
4855,Hyderabad,6,36000,Diesel,Automatic,First,5.0,SKODA,19.3,1968.0,141.0,16.0
4856,Kochi,3,41816,Diesel,Automatic,First,5.0,BMW,18.56,1995.0,190.0,32.78
4857,Jaipur,5,54680,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,2.5
4858,Hyderabad,3,14000,Diesel,Automatic,First,5.0,AUDI,18.25,1968.0,187.74,43.0
4859,Kochi,3,23977,Petrol,Manual,First,5.0,FORD,18.16,1196.0,86.8,5.38
4860,Hyderabad,7,30131,Petrol,Manual,First,5.0,MARUTI,20.92,998.0,67.1,2.65
4861,Hyderabad,3,2530,Petrol,Manual,First,5.0,MARUTI,24.7,796.0,47.3,3.3
4862,Hyderabad,5,39000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,19.27,2143.0,167.62,34.0
4863,Chennai,15,140000,Petrol,Manual,Third,5.0,HYUNDAI,20.3,1086.0,68.0,0.7
4864,Kochi,3,32257,Diesel,Manual,First,5.0,HYUNDAI,24.4,1120.0,71.0,6.83
4865,Kochi,4,46983,Diesel,Manual,First,5.0,HONDA,25.8,1498.0,98.6,5.77
4866,Chennai,12,107000,Diesel,Manual,Second,5.0,MARUTI,17.8,1248.0,75.0,3.1
4867,Mumbai,3,19000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.2,1199.0,74.0,4.95
4868,Bangalore,7,88000,Diesel,Automatic,First,5.0,AUDI,17.11,1968.0,174.33,16.25
4869,Coimbatore,8,84384,Diesel,Automatic,First,7.0,LAND,10.2,4367.0,308.0,52.54
4870,Chennai,9,128000,Diesel,Manual,Third,7.0,MAHINDRA,16.0,2179.0,140.0,6.4
4871,Bangalore,9,71000,Diesel,Manual,Third,7.0,FORD,13.1,2499.0,141.0,6.95
4872,Kolkata,12,50000,Diesel,Manual,First,5.0,TATA,17.2,1396.0,53.5,0.85
4873,Chennai,4,16000,Petrol,Manual,First,5.0,MARUTI,21.4,1197.0,83.1,6.95
4874,Kolkata,3,82000,Diesel,Manual,First,5.0,HYUNDAI,24.4,1120.0,71.0,3.45
4875,Delhi,12,80000,Petrol,Manual,First,5.0,HONDA,13.5,1799.0,130.0,2.75
4876,Delhi,5,36000,Petrol,Manual,Second,5.0,HYUNDAI,18.6,1197.0,81.83,4.95
4877,Coimbatore,2,17477,Petrol,Manual,First,5.0,TATA,17.0,1198.0,108.5,9.62
4878,Coimbatore,4,16725,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,6.79
4879,Mumbai,6,48241,Petrol,Manual,First,5.0,MARUTI,19.1,1197.0,85.8,4.5
4880,Kochi,6,52431,Petrol,Manual,First,5.0,MARUTI,22.5,998.0,67.04,3.01
4881,Bangalore,8,68000,Diesel,Manual,First,5.0,HYUNDAI,21.9,1396.0,88.76,4.4
4882,Hyderabad,8,158000,Diesel,Automatic,First,7.0,TOYOTA,12.55,2982.0,168.5,17.49
4883,Coimbatore,6,31446,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,4.66
4884,Chennai,5,25000,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,5.5
4885,Ahmedabad,4,57000,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,6.0
4886,Hyderabad,13,76000,Petrol,Automatic,First,5.0,HYUNDAI,17.0,1086.0,0.0,2.4
4887,Kochi,2,57078,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,10.19
4888,Kochi,4,47471,Diesel,Manual,First,5.0,HONDA,25.8,1498.0,98.6,5.25
4889,Hyderabad,6,50000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,15.26,2143.0,203.2,45.0
4890,Ahmedabad,10,62000,Diesel,Manual,First,5.0,HYUNDAI,23.0,1396.0,90.0,2.7
4891,Coimbatore,7,65807,Petrol,Manual,First,5.0,HYUNDAI,19.81,1086.0,68.05,3.39
4892,Hyderabad,6,81768,Diesel,Manual,First,5.0,MARUTI,26.59,1248.0,74.0,5.69
4893,Kochi,2,9952,Petrol,Automatic,First,2.0,BMW,10.37,2979.0,306.0,58.54
4894,Hyderabad,3,24000,Diesel,Manual,First,5.0,MARUTI,27.39,1248.0,74.0,8.4
4895,Hyderabad,8,72921,Diesel,Manual,First,5.0,CHEVROLET,25.44,936.0,57.6,2.5
4896,Pune,8,59000,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,3.25
4897,Mumbai,6,33000,Diesel,Manual,Second,5.0,FORD,20.0,1399.0,68.05,3.25
4898,Pune,4,36789,Petrol,Automatic,First,5.0,MARUTI,23.1,998.0,67.04,4.25
4899,Jaipur,6,41000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.84,2143.0,170.0,18.5
4900,Hyderabad,13,71000,Petrol,Automatic,First,5.0,HYUNDAI,17.0,1086.0,0.0,2.4
4901,Jaipur,5,46650,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,4.25
4902,Mumbai,2,3000,Petrol,Automatic,First,5.0,MARUTI,21.4,1197.0,83.1,8.85
4903,Coimbatore,6,14799,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,4.14
4904,Mumbai,9,44000,Clean_Fuel,Automatic,First,5.0,TOYOTA,0.0,1798.0,73.0,12.75
4905,Hyderabad,5,68525,Diesel,Manual,First,5.0,HYUNDAI,23.0,1396.0,90.0,7.0
4906,Hyderabad,2,15000,Diesel,Automatic,First,7.0,FORD,10.91,3198.0,197.0,33.0
4907,Ahmedabad,3,29000,Petrol,Manual,First,5.0,HONDA,17.4,1497.0,117.3,10.0
4908,Kochi,8,77407,Diesel,Manual,Second,5.0,MARUTI,21.5,1248.0,88.8,3.53
4909,Jaipur,13,118000,Petrol,Manual,First,5.0,CHEVROLET,12.9,1598.0,102.5,1.35
4910,Delhi,7,75000,Diesel,Manual,First,5.0,VOLKSWAGEN,20.54,1598.0,103.6,4.5
4911,Pune,8,69000,Petrol,Manual,First,5.0,HONDA,16.8,1497.0,116.3,4.9
4912,Kochi,4,52553,Diesel,Manual,First,5.0,HYUNDAI,19.67,1582.0,126.2,12.26
4913,Mumbai,6,58000,Diesel,Manual,Second,5.0,HYUNDAI,24.4,1120.0,71.0,3.99
4914,Mumbai,3,24000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,170.0,46.95
4915,Hyderabad,5,65542,Diesel,Manual,First,5.0,FORD,20.0,1399.0,68.0,3.8
4916,Ahmedabad,7,68008,Diesel,Manual,Second,5.0,VOLKSWAGEN,15.0,1896.0,105.0,6.75
4917,Coimbatore,3,22251,Diesel,Manual,First,7.0,MAHINDRA,18.49,1493.0,100.0,8.75
4918,Chennai,7,55000,Petrol,Manual,Second,5.0,FORD,15.8,1499.0,110.0,5.2
4919,Kochi,3,19387,Petrol,Manual,First,5.0,HYUNDAI,17.1,1591.0,121.3,8.42
4920,Pune,6,58000,Clean_Fuel,Manual,First,5.0,MARUTI,26.6,998.0,58.16,3.0
4921,Mumbai,4,24001,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,5.75
4922,Kolkata,12,17000,Diesel,Automatic,First,5.0,AUDI,15.2,1968.0,140.8,9.75
4923,Delhi,5,28500,Petrol,Manual,First,5.0,NISSAN,19.49,1198.0,67.04,3.5
4924,Jaipur,6,66000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,15.26,2143.0,203.2,30.0
4925,Delhi,3,22000,Diesel,Automatic,First,5.0,LAND,12.83,2179.0,147.5,35.0
4926,Coimbatore,2,44383,Petrol,Manual,First,5.0,HYUNDAI,15.8,1591.0,121.3,13.25
4927,Mumbai,7,45000,Diesel,Manual,First,5.0,SKODA,20.5,1598.0,103.5,3.65
4928,Jaipur,5,58000,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,5.25
4929,Delhi,4,69000,Petrol,Manual,First,5.0,HYUNDAI,15.8,1591.0,121.3,9.7
4930,Coimbatore,3,60993,Diesel,Manual,First,5.0,HYUNDAI,24.0,1120.0,70.0,5.21
4931,Pune,4,67000,Diesel,Manual,First,7.0,MAHINDRA,18.49,1493.0,100.0,6.3
4932,Kochi,6,51134,Diesel,Manual,First,5.0,HYUNDAI,24.0,1120.0,70.0,4.72
4933,Chennai,9,55000,Diesel,Automatic,Second,5.0,BMW,11.7,2993.0,245.0,28.0
4934,Coimbatore,2,25082,Diesel,Automatic,First,5.0,MARUTI,28.4,1248.0,73.75,8.37
4935,Delhi,8,68350,Diesel,Manual,First,7.0,TOYOTA,12.55,2982.0,168.5,14.0
4936,Hyderabad,5,50000,Diesel,Automatic,First,5.0,AUDI,17.68,1968.0,174.33,36.0
4937,Pune,5,97000,Diesel,Manual,First,5.0,HONDA,27.3,1498.0,98.6,6.4
4938,Coimbatore,5,56238,Diesel,Automatic,First,7.0,AUDI,11.33,4134.0,335.2,51.69
4939,Jaipur,6,72618,Diesel,Manual,First,7.0,MAHINDRA,12.05,2179.0,120.0,8.0
4940,Hyderabad,8,62005,Diesel,Manual,First,5.0,CHEVROLET,18.3,1991.0,147.9,9.8
4941,Hyderabad,8,61250,Diesel,Manual,First,5.0,CHEVROLET,25.44,936.0,57.6,2.7
4942,Coimbatore,6,28469,Diesel,Automatic,First,5.0,AUDI,18.25,1968.0,187.74,24.37
4943,Kochi,2,21488,Petrol,Automatic,First,5.0,SKODA,14.3,1598.0,103.52,9.72
4944,Pune,6,197000,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,5.0
4945,Pune,11,138205,Diesel,Manual,Second,7.0,TOYOTA,11.5,2982.0,171.0,10.5
4946,Jaipur,8,160000,Diesel,Manual,Second,5.0,MARUTI,22.9,1248.0,74.0,3.9
4947,Coimbatore,8,67590,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,5.65
4948,Mumbai,8,52000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,15.26,2143.0,203.2,29.95
4949,Bangalore,12,100000,Diesel,Manual,Second,5.0,MARUTI,17.8,1248.0,75.0,3.0
4950,Kolkata,3,60048,Diesel,Manual,First,5.0,FORD,26.1,1498.0,99.0,6.0
4951,Mumbai,11,48000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,2.11
4952,Kolkata,10,47000,Petrol,Manual,First,0.0,FIAT,14.6,0.0,0.0,1.49
4953,Jaipur,9,100000,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,1.5
4954,Coimbatore,7,62601,Diesel,Manual,First,5.0,TOYOTA,23.59,1364.0,0.0,4.67
4955,Bangalore,14,80010,Petrol,Manual,Second,5.0,MARUTI,20.4,1197.0,81.8,2.85
4956,Coimbatore,3,26493,Diesel,Automatic,First,5.0,MERCEDES-BENZ,19.27,2143.0,170.0,33.64
4957,Hyderabad,9,96000,Diesel,Manual,Second,5.0,TATA,17.88,1396.0,52.8,0.91
4958,Jaipur,6,45700,Petrol,Manual,Second,5.0,MARUTI,22.74,796.0,47.3,2.42
4959,Kolkata,15,13000,Petrol,Automatic,First,5.0,SKODA,9.3,2771.0,193.1,3.25
4960,Kolkata,7,38000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,73.9,2.8
4961,Coimbatore,1,8018,Petrol,Automatic,First,5.0,MARUTI,22.0,1197.0,81.8,8.3
4962,Bangalore,10,144400,Diesel,Manual,Third,8.0,MAHINDRA,12.05,2179.0,120.0,5.25
4963,Jaipur,10,152000,Diesel,Manual,First,5.0,MARUTI,17.8,1248.0,75.0,2.9
4964,Pune,7,71000,Diesel,Automatic,First,5.0,BMW,18.88,1995.0,184.0,15.0
4965,Jaipur,8,80000,Petrol,Manual,Second,4.0,TATA,25.4,624.0,37.5,0.53
4966,Mumbai,6,87143,Diesel,Manual,First,8.0,TOYOTA,12.99,2494.0,100.0,12.5
4967,Mumbai,8,25000,Petrol,Manual,First,5.0,HONDA,18.4,1198.0,86.8,2.75
4968,Pune,2,2000,Petrol,Automatic,First,5.0,TATA,23.84,1199.0,83.83,5.0
4969,Kochi,6,45239,Diesel,Manual,First,8.0,MAHINDRA,12.05,2179.0,120.0,7.09
4970,Hyderabad,9,101999,Diesel,Automatic,First,5.0,BMW,16.73,1995.0,218.0,19.99
4971,Mumbai,6,74219,Diesel,Manual,First,5.0,TOYOTA,21.43,1364.0,87.2,10.75
4972,Mumbai,4,25000,Petrol,Automatic,First,5.0,HONDA,18.0,1497.0,117.3,9.45
4973,Hyderabad,12,109606,Diesel,Manual,First,5.0,HYUNDAI,22.0,1582.0,126.2,2.9
4974,Kolkata,5,36000,Diesel,Manual,First,5.0,MARUTI,26.59,1248.0,74.0,4.7
4975,Coimbatore,4,41810,Petrol,Manual,First,5.0,MARUTI,20.73,1373.0,91.1,7.11
4976,Jaipur,6,93321,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,6.25
4977,Hyderabad,9,81000,Petrol,Manual,First,5.0,MARUTI,20.92,998.0,67.1,2.2
4978,Kochi,1,25717,Petrol,Automatic,First,5.0,HONDA,19.0,1199.0,88.76,8.86
4979,Delhi,5,37000,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,9.3
4980,Coimbatore,3,56380,Diesel,Manual,First,7.0,MAHINDRA,18.49,1493.0,100.0,7.57
4981,Chennai,3,8000,Petrol,Manual,First,5.0,HONDA,18.2,1199.0,88.7,7.9
4982,Kochi,2,14589,Petrol,Manual,First,5.0,MARUTI,16.1,1298.0,88.2,5.65
4983,Delhi,7,65088,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,73.9,3.25
4984,Coimbatore,1,24864,Diesel,Manual,First,5.0,HYUNDAI,20.5,1582.0,126.2,16.27
4985,Coimbatore,9,64831,Petrol,Manual,First,5.0,CHEVROLET,18.6,1199.0,79.4,3.21
4986,Kolkata,7,38001,Diesel,Manual,First,5.0,HONDA,25.8,1498.0,98.6,3.9
4987,Mumbai,12,77000,Petrol,Automatic,Second,5.0,MERCEDES-BENZ,10.0,2496.0,157.7,6.5
4988,Hyderabad,4,27000,Diesel,Automatic,First,5.0,BMW,18.59,2993.0,265.0,48.0
4989,Mumbai,4,39000,Diesel,Automatic,First,5.0,AUDI,20.38,1968.0,143.0,18.9
4990,Pune,5,131000,Diesel,Manual,First,5.0,MARUTI,26.59,1248.0,74.0,3.6
4991,Kolkata,5,43000,Diesel,Manual,First,5.0,MARUTI,26.59,1248.0,74.0,5.5
4992,Pune,9,68000,Diesel,Manual,Second,7.0,TOYOTA,12.8,2494.0,102.0,7.0
4993,Bangalore,4,45165,Diesel,Automatic,First,5.0,BMW,16.09,1995.0,184.0,41.75
4994,Hyderabad,13,120000,Diesel,Automatic,First,5.0,BMW,16.73,1995.0,218.0,10.5
4995,Coimbatore,6,86091,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,10.09
4996,Delhi,11,71499,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,3.0
4997,Chennai,6,50000,Diesel,Manual,First,7.0,OTHERS,17.0,2200.0,139.01,12.0
4998,Jaipur,5,66000,Diesel,Manual,First,5.0,VOLKSWAGEN,20.14,1498.0,88.0,4.91
4999,Kolkata,10,45000,Petrol,Manual,First,5.0,HONDA,16.0,1198.0,90.0,2.0
5000,Hyderabad,5,69189,Diesel,Manual,First,5.0,TOYOTA,23.59,1364.0,67.06,5.3
5001,Mumbai,6,40206,Diesel,Manual,First,5.0,NISSAN,19.01,1461.0,108.5,7.22
5002,Kochi,3,36723,Diesel,Automatic,First,5.0,BMW,18.56,1995.0,190.0,32.57
5003,Mumbai,10,57500,Petrol,Manual,First,5.0,HYUNDAI,18.5,1197.0,80.0,2.75
5004,Kochi,2,43912,Clean_Fuel,Manual,First,5.0,MARUTI,15.1,1196.0,73.0,4.33
5005,Hyderabad,9,52000,Diesel,Manual,First,5.0,FORD,17.8,1399.0,68.0,3.75
5006,Kochi,6,60952,Petrol,Automatic,First,5.0,HONDA,16.8,1497.0,118.0,5.91
5007,Chennai,7,87192,Diesel,Manual,First,5.0,MARUTI,25.2,1248.0,74.0,4.35
5008,Delhi,6,58000,Diesel,Manual,First,5.0,HYUNDAI,24.0,1120.0,70.0,3.25
5009,Pune,3,59500,Diesel,Automatic,First,7.0,AUDI,14.75,2967.0,245.0,68.0
5010,Mumbai,4,16650,Petrol,Manual,First,5.0,VOLKSWAGEN,17.0,1198.0,74.0,5.5
5011,Kochi,2,34696,Petrol,Automatic,First,5.0,HONDA,18.0,1497.0,117.3,12.08
5012,Kochi,2,42243,Diesel,Manual,First,5.0,MARUTI,27.39,1248.0,74.0,7.48
5013,Jaipur,4,57824,Diesel,Manual,First,5.0,HYUNDAI,24.0,1120.0,70.0,5.5
5014,Jaipur,9,110000,Diesel,Manual,First,5.0,MARUTI,19.3,1248.0,73.9,3.5
5015,Delhi,14,63000,Petrol,Manual,First,0.0,MARUTI,16.1,0.0,0.0,1.6
5016,Delhi,7,72000,Diesel,Automatic,First,5.0,LAND,0.0,2179.0,115.0,15.5
5017,Hyderabad,7,63455,Diesel,Manual,First,7.0,TOYOTA,11.5,2982.0,171.0,19.0
5018,Hyderabad,3,17151,Diesel,Manual,First,5.0,HONDA,27.3,1498.0,98.6,8.4
5019,Pune,4,31001,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,7.25
5020,Kolkata,6,42109,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,4.25
5021,Delhi,5,55000,Diesel,Automatic,Second,5.0,SKODA,21.66,1498.0,103.52,5.7
5022,Hyderabad,7,46000,Diesel,Automatic,Second,5.0,LAND,0.0,2179.0,115.0,26.0
5023,Hyderabad,7,30852,Petrol,Manual,First,5.0,MARUTI,22.74,796.0,47.3,2.49
5024,Pune,9,65000,Petrol,Manual,Second,5.0,VOLKSWAGEN,16.47,1198.0,73.9,3.0
5025,Delhi,5,65000,Diesel,Manual,First,5.0,HONDA,26.0,1498.0,98.6,5.95
5026,Delhi,7,72000,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,2.69
5027,Bangalore,6,29000,Diesel,Automatic,First,5.0,AUDI,17.11,1968.0,174.33,26.0
5028,Kolkata,5,32000,Petrol,Manual,First,5.0,HONDA,17.8,1497.0,117.3,5.5
5029,Chennai,4,29875,Petrol,Manual,First,5.0,FORD,18.16,1196.0,86.8,4.85
5030,Kochi,2,32539,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,8.39
5031,Hyderabad,5,83090,Diesel,Manual,First,5.0,RENAULT,19.01,1461.0,108.45,7.99
5032,Hyderabad,4,62679,Diesel,Manual,First,5.0,HYUNDAI,21.19,1396.0,88.73,6.95
5033,Mumbai,10,93000,Petrol,Manual,First,5.0,MAHINDRA,15.7,1390.0,75.0,1.5
5034,Mumbai,14,44000,Petrol,Manual,First,5.0,HONDA,17.7,1497.0,78.0,1.55
5035,Bangalore,10,78400,Petrol,Manual,Second,5.0,FORD,15.6,1196.0,70.0,2.75
5036,Mumbai,6,71300,Petrol,Manual,First,5.0,RENAULT,13.06,1598.0,102.53,4.25
5037,Kolkata,5,18000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,2.85
5038,Coimbatore,1,24013,Diesel,Automatic,First,7.0,LAND,12.81,1999.0,148.31,56.14
5039,Ahmedabad,11,99100,Petrol,Automatic,Second,5.0,AUDI,9.74,1984.0,208.0,10.0
5040,Mumbai,15,62000,Petrol,Manual,Second,8.0,MARUTI,11.3,1298.0,83.1,1.25
5041,Kolkata,3,14000,Diesel,Manual,First,5.0,MARUTI,26.59,1248.0,74.0,7.5
5042,Coimbatore,5,44811,Diesel,Automatic,First,5.0,AUDI,17.11,1968.0,174.33,25.81
5043,Ahmedabad,6,44000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,74.0,4.3
5044,Chennai,10,136000,Diesel,Manual,Second,7.0,TOYOTA,11.5,2982.0,171.0,11.0
5045,Jaipur,10,144113,Diesel,Manual,Second,7.0,TOYOTA,11.5,2982.0,171.0,11.75
5046,Coimbatore,8,94989,Petrol,Manual,First,5.0,HONDA,12.8,2354.0,177.6,6.58
5047,Chennai,8,58133,Diesel,Manual,First,5.0,MARUTI,22.9,1248.0,74.0,4.8
5048,Pune,12,61000,Petrol,Manual,Second,5.0,SKODA,17.5,1198.0,70.0,1.65
5049,Kolkata,3,27000,Diesel,Manual,First,5.0,JEEP,17.1,1956.0,170.0,15.0
5050,Ahmedabad,6,18050,Petrol,Manual,Second,4.0,TATA,25.4,624.0,37.5,1.0
5051,Hyderabad,13,145277,Petrol,Manual,First,5.0,FORD,15.3,1596.0,101.0,1.65
5052,Ahmedabad,5,42000,Diesel,Manual,First,5.0,MARUTI,27.62,793.0,47.0,3.6
5053,Delhi,9,86000,Diesel,Manual,First,7.0,TOYOTA,11.5,2982.0,171.0,11.5
5054,Ahmedabad,5,42150,Diesel,Manual,First,5.0,MARUTI,27.62,793.0,47.0,3.6
5055,Pune,5,30158,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,3.05
5056,Bangalore,9,47000,Diesel,Manual,Second,5.0,FORD,23.5,1498.0,90.0,6.0
5057,Ahmedabad,7,39000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,74.0,3.75
5058,Coimbatore,4,32125,Petrol,Manual,First,5.0,VOLKSWAGEN,16.2,1199.0,74.0,6.17
5059,Coimbatore,3,58829,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,9.05
5060,Coimbatore,7,67559,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,4.05
5061,Pune,7,55000,Petrol,Manual,First,5.0,MARUTI,17.5,1298.0,85.8,4.25
5062,Kolkata,2,30000,Petrol,Manual,First,5.0,MARUTI,23.1,998.0,67.04,3.75
5063,Mumbai,4,28000,Petrol,Automatic,First,5.0,HYUNDAI,13.0,1591.0,121.3,11.85
5064,Kochi,4,31826,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,8.24
5065,Hyderabad,4,64000,Diesel,Manual,First,5.0,MARUTI,17.8,1248.0,0.0,5.99
5066,Jaipur,12,100009,Petrol,Manual,Second,5.0,HONDA,13.1,1997.0,141.1,6.5
5067,Coimbatore,1,17201,Diesel,Automatic,First,7.0,LAND,12.51,2179.0,187.7,58.91
5068,Delhi,6,74345,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,8.0
5069,Kochi,5,58134,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,74.0,4.64
5070,Kochi,10,30566,Petrol,Automatic,First,5.0,HYUNDAI,19.2,1197.0,80.0,3.32
5071,Chennai,8,55231,Petrol,Manual,Second,5.0,HYUNDAI,20.36,1197.0,78.9,2.78
5072,Kochi,4,67774,Diesel,Automatic,First,5.0,CHEVROLET,14.81,1998.0,163.7,8.95
5073,Mumbai,7,50319,Petrol,Automatic,First,5.0,MERCEDES-BENZ,12.0,1991.0,181.03,21.95
5074,Ahmedabad,7,45000,Petrol,Manual,First,5.0,HYUNDAI,11.7,2359.0,134.0,7.9
5075,Kolkata,13,43627,Petrol,Automatic,First,5.0,MERCEDES-BENZ,11.74,1796.0,186.0,29.0
5076,Kolkata,7,45000,Diesel,Manual,First,5.0,VOLKSWAGEN,22.07,1199.0,73.9,3.25
5077,Mumbai,6,10500,Petrol,Manual,First,5.0,HONDA,17.4,1497.0,117.3,5.9
5078,Coimbatore,3,21789,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,9.88
5079,Coimbatore,1,21134,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.86,8.78
5080,Kolkata,9,90000,Diesel,Manual,Second,7.0,TATA,13.93,2179.0,138.1,2.75
5081,Kochi,6,51553,Diesel,Manual,First,5.0,NISSAN,21.64,1461.0,84.8,5.98
5082,Delhi,9,31000,Petrol,Automatic,First,5.0,BMW,10.9,2497.0,215.0,31.0
5083,Delhi,9,67422,Petrol,Manual,Second,5.0,TOYOTA,14.53,1798.0,138.0,3.55
5084,Kochi,5,60519,Diesel,Manual,First,5.0,HYUNDAI,22.32,1582.0,126.32,6.24
5085,Kolkata,11,34000,Diesel,Manual,First,5.0,MARUTI,19.3,1248.0,73.9,2.19
5086,Hyderabad,7,68434,Diesel,Manual,First,5.0,MARUTI,28.4,1248.0,73.75,5.5
5087,Pune,6,17000,Petrol,Manual,First,5.0,MARUTI,24.07,998.0,67.1,2.1
5088,Coimbatore,9,43686,Petrol,Automatic,First,4.0,JAGUAR,10.5,5000.0,503.0,50.66
5089,Kolkata,8,22000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.84,2143.0,170.0,14.0
5090,Mumbai,7,79225,Diesel,Manual,First,5.0,HYUNDAI,22.0,1582.0,126.2,5.5
5091,Pune,13,63000,Petrol,Manual,Third,5.0,CHEVROLET,14.2,1598.0,102.0,1.2
5092,Hyderabad,6,61922,Petrol,Manual,First,5.0,MARUTI,20.4,1197.0,81.8,5.3
5093,Chennai,5,85000,Diesel,Manual,First,5.0,HYUNDAI,23.9,1582.0,126.2,6.3
5094,Kochi,3,26192,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,168.0,40.47
5095,Delhi,7,65000,Diesel,Manual,First,7.0,TOYOTA,13.0,2982.0,168.5,16.1
5096,Delhi,6,44999,Diesel,Automatic,First,5.0,AUDI,12.8,1968.0,167.6,25.0
